,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status,score_proba
15198,23,54996,RENT,8.0,EDUCATION,D,15000,14.83,0.27,N,2,0,0.7627293532300059
1104,26,60000,RENT,10.0,VENTURE,A,17500,6.54,0.29,N,4,0,0.10073724387811728
4831,25,29000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.7,0.17,Y,3,1,0.8639891242725248
2599,25,31000,RENT,1.0,HOMEIMPROVEMENT,B,3000,,0.1,N,4,1,0.2015735490795135
11041,26,57000,RENT,10.0,MEDICAL,B,4100,10.59,0.07,N,3,0,0.09550387284400573
25977,30,70125,MORTGAGE,2.0,MEDICAL,D,25000,15.33,0.3,Y,9,1,0.6163081574267824
27334,27,65000,RENT,5.0,EDUCATION,C,15000,12.84,0.23,Y,5,0,0.17317105558330734
25044,30,80000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000,,0.14,N,6,0,0.06713120635088904
5330,23,45000,MORTGAGE,7.0,EDUCATION,B,14000,11.49,0.31,N,2,0,0.1728990291747687
10851,22,44000,RENT,5.0,EDUCATION,D,10000,15.95,0.23,N,4,0,0.783743211841801
32286,36,48686,RENT,21.0,MEDICAL,D,12000,13.99,0.25,N,13,0,0.8393096813550872
25143,27,80000,MORTGAGE,11.0,PERSONAL,B,20000,,0.25,N,10,0,0.05913700545806035
3159,24,36000,MORTGAGE,5.0,VENTURE,A,5600,7.9,0.16,N,2,0,0.03456450620648035
22706,34,57000,RENT,9.0,DEBTCONSOLIDATION,B,7500,11.14,0.13,N,7,0,0.16847834665016231
7985,21,55000,MORTGAGE,5.0,EDUCATION,A,10500,7.51,0.19,N,3,0,0.039557330729054305
27775,34,130000,RENT,18.0,VENTURE,A,16000,6.03,0.12,N,6,0,0.012830735603247063
11227,22,52000,RENT,6.0,VENTURE,B,10000,11.71,0.19,N,3,0,0.10924172561156051
28308,35,91000,OWN,0.0,MEDICAL,A,10000,8.59,0.11,N,8,0,0.007348591626544454
19218,34,40000,RENT,2.0,VENTURE,C,13200,,0.33,Y,6,1,0.3858919450211226
21985,28,81000,RENT,13.0,VENTURE,A,6225,7.9,0.08,N,7,0,0.024813008181545883
16065,22,130000,MORTGAGE,3.0,VENTURE,B,24250,12.18,0.19,N,4,0,0.01416308139794157
10855,23,70000,OWN,,VENTURE,A,11000,7.14,0.16,N,4,0,0.004242103648602162
27066,34,51600,RENT,,MEDICAL,D,1600,15.21,0.03,Y,6,1,0.5333892077193785
29511,36,122000,RENT,2.0,HOMEIMPROVEMENT,A,15000,,0.12,N,17,0,0.07920305443046038
24826,29,76500,MORTGAGE,13.0,EDUCATION,A,13475,8.94,0.18,N,9,0,0.025966872224024953
26982,34,50000,RENT,0.0,HOMEIMPROVEMENT,C,15000,12.72,0.3,Y,9,0,0.5783977883923204
8333,22,57000,MORTGAGE,6.0,EDUCATION,B,11400,12.53,0.2,N,3,0,0.0676900356967527
32390,52,64500,RENT,0.0,PERSONAL,B,5000,11.26,0.08,N,25,0,0.0758828949996725
1272,22,55000,RENT,6.0,VENTURE,C,16000,,0.29,Y,3,0,0.2174797611523001
22441,28,50000,RENT,0.0,VENTURE,A,7000,6.92,0.14,N,9,0,0.05242264368255455
30685,36,61000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10000,10.25,0.16,N,12,0,0.09541118211396817
14194,25,101000,MORTGAGE,9.0,EDUCATION,B,17000,11.71,0.17,N,3,0,0.025059491733214114
22495,29,33000,RENT,2.0,EDUCATION,B,7200,11.71,0.22,N,10,1,0.24287313118203535
10808,23,42000,RENT,0.0,MEDICAL,B,10000,,0.24,N,4,0,0.3830998013670094
11116,24,43500,RENT,6.0,MEDICAL,D,10000,13.62,0.23,Y,3,1,0.8521017299321849
11512,21,75000,MORTGAGE,5.0,VENTURE,B,14125,10.99,0.19,N,2,0,0.033368064031104254
696,26,65004,RENT,7.0,DEBTCONSOLIDATION,B,20000,11.99,0.31,N,2,1,0.3936843293983272
30052,39,52273,RENT,3.0,EDUCATION,B,5000,,0.1,N,17,0,0.07301400516950916
6056,23,25000,RENT,0.0,MEDICAL,B,5800,9.91,0.23,N,4,0,0.4335751117821029
32005,38,200000,MORTGAGE,0.0,MEDICAL,B,20000,11.48,0.1,N,11,0,0.018221853200340882
21832,27,25000,RENT,0.0,MEDICAL,A,7000,8.9,0.28,N,10,0,0.5033415708974192
5949,24,38000,RENT,6.0,VENTURE,A,5600,,0.15,N,3,0,0.08192283311808127
13494,25,45000,RENT,1.0,MEDICAL,B,12500,10.37,0.28,N,3,0,0.43029836441234826
9367,23,55400,MORTGAGE,1.0,MEDICAL,D,5500,14.61,0.1,N,2,1,0.4726832170062865
1478,23,36000,RENT,0.0,MEDICAL,B,1200,10.37,0.03,N,3,0,0.0860204387111376
19594,27,70000,RENT,3.0,EDUCATION,A,3000,7.68,0.04,N,10,0,0.02967923661877218
10533,24,68400,MORTGAGE,,PERSONAL,A,3000,5.42,0.04,N,4,0,0.014139521861155137
10728,21,40000,RENT,2.0,MEDICAL,B,10000,11.71,0.25,N,4,0,0.42206309961667915
2771,22,55555,RENT,7.0,EDUCATION,E,12000,,0.22,N,4,0,0.6955960234404995
20338,29,30000,RENT,3.0,MEDICAL,B,4400,11.49,0.15,N,6,0,0.24848908412257253
21400,33,48000,MORTGAGE,17.0,VENTURE,A,7000,6.62,0.15,N,8,0,0.020447229161798527
8043,24,55000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000,8.0,0.15,N,2,0,0.0792718810854815
22911,35,30000,RENT,0.0,DEBTCONSOLIDATION,G,8000,20.52,0.27,N,7,1,0.9988594105606837
29062,33,98000,RENT,2.0,HOMEIMPROVEMENT,A,20000,6.91,0.2,N,7,0,0.0929509836373968
506,24,76597,RENT,5.0,EDUCATION,B,22000,9.25,0.29,N,2,0,0.12523766700540354
16103,25,44000,RENT,1.0,MEDICAL,D,8000,12.92,0.18,N,2,1,0.7951387451728389
32346,51,38000,RENT,7.0,PERSONAL,B,13000,12.42,0.34,N,18,1,0.5023133844230477
32359,58,27000,RENT,0.0,HOMEIMPROVEMENT,D,3500,16.0,0.13,Y,21,1,0.8193101505653567
5465,22,59317,RENT,5.0,VENTURE,B,5000,11.48,0.08,N,4,0,0.047123336030985036
14407,22,24000,RENT,1.0,PERSONAL,C,15000,12.73,0.63,Y,4,1,0.9811715987043179
18193,30,148000,RENT,2.0,EDUCATION,E,22200,19.42,0.15,N,8,1,0.4069277398060028
31592,38,110000,OWN,6.0,PERSONAL,C,12000,12.99,0.11,Y,11,0,0.007138730671388126
27506,28,76000,RENT,2.0,HOMEIMPROVEMENT,C,15000,12.73,0.2,Y,9,0,0.27589486796976237
22312,29,26280,RENT,0.0,EDUCATION,B,7000,,0.27,N,9,0,0.3782979975177216
84,26,12000,OWN,0.0,DEBTCONSOLIDATION,A,2700,,0.23,N,4,1,0.09297862944469783
23210,31,60000,OTHER,2.0,HOMEIMPROVEMENT,B,15000,11.26,0.25,N,6,0,0.2745536689465726
5496,22,61000,RENT,3.0,MEDICAL,B,5000,9.99,0.08,N,2,0,0.10511989705875276
7569,25,38000,RENT,3.0,VENTURE,A,6400,7.88,0.17,N,3,0,0.08095212344087518
1706,22,28800,OWN,2.0,DEBTCONSOLIDATION,D,10000,16.49,0.35,N,4,0,0.804283851329469
31882,36,120000,RENT,2.0,HOMEIMPROVEMENT,C,16000,13.06,0.13,N,16,0,0.13261183440336444
15697,22,28080,RENT,5.0,VENTURE,E,15250,16.7,0.54,N,4,1,0.9921936825942081
18200,33,16620,OWN,,HOMEIMPROVEMENT,A,3000,5.99,0.18,N,6,1,0.03373427575408931
3624,23,120000,RENT,3.0,VENTURE,A,3725,8.49,0.03,N,2,0,0.021313066028720493
859,23,23000,MORTGAGE,7.0,HOMEIMPROVEMENT,D,3600,17.27,0.16,Y,3,1,0.7592573574389825
26478,34,103000,MORTGAGE,5.0,VENTURE,B,16000,10.62,0.16,N,7,0,0.018256977972530914
17744,24,80000,MORTGAGE,8.0,MEDICAL,A,5550,8.49,0.07,N,3,0,0.029549347781250842
25193,34,80600,MORTGAGE,2.0,EDUCATION,B,15000,12.21,0.19,N,6,0,0.0427117029756299
17631,22,19200,MORTGAGE,3.0,EDUCATION,D,5000,15.33,0.26,Y,2,1,0.7833690779199398
18093,34,180000,MORTGAGE,9.0,EDUCATION,C,12900,12.99,0.07,Y,7,0,0.01504733250594832
22134,29,50000,RENT,1.0,MEDICAL,C,6500,15.96,0.13,N,7,0,0.27302772258936836
1560,26,30000,RENT,0.0,HOMEIMPROVEMENT,D,1500,14.61,0.05,Y,3,1,0.6568081738027796
9016,23,55000,RENT,1.0,MEDICAL,A,8000,5.42,0.15,N,4,0,0.11612547339616598
2864,23,58800,RENT,7.0,PERSONAL,B,3000,10.36,0.05,N,4,1,0.05744251690000695
3602,23,31785,MORTGAGE,7.0,MEDICAL,D,6000,14.96,0.19,N,2,1,0.7174364079058225
24726,34,75000,RENT,2.0,PERSONAL,B,10000,10.0,0.13,N,8,0,0.07919350301166111
7933,23,50000,RENT,2.0,EDUCATION,A,7000,9.32,0.14,N,3,0,0.07639429559435311
11593,22,70000,RENT,5.0,PERSONAL,A,10000,6.03,0.14,N,3,0,0.05706545192514616
14099,24,100000,MORTGAGE,8.0,EDUCATION,A,16800,7.88,0.17,N,4,0,0.016645248591445002
31491,41,62004,RENT,5.0,HOMEIMPROVEMENT,A,14000,8.9,0.23,N,17,0,0.23183972138556416
3414,25,80004,RENT,9.0,HOMEIMPROVEMENT,C,11000,12.53,0.14,N,4,0,0.19795599197192154
32476,53,75000,MORTGAGE,4.0,PERSONAL,A,10000,8.94,0.13,N,19,0,0.02647166976526469
20731,32,37300,RENT,2.0,VENTURE,B,5000,12.53,0.13,N,9,0,0.09223206518496938
1708,23,28800,MORTGAGE,0.0,MEDICAL,A,6000,7.49,0.21,N,2,0,0.15034279372263568
20941,28,24000,RENT,8.0,VENTURE,B,8875,10.65,0.37,N,9,1,0.5583263634241528
9083,23,60000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,7.14,0.07,N,3,0,0.03838703507276268
27866,34,357000,MORTGAGE,3.0,HOMEIMPROVEMENT,E,14000,18.64,0.04,Y,9,0,0.33363251238355196
13805,23,96000,MORTGAGE,1.0,VENTURE,B,5000,10.38,0.05,N,4,0,0.014664732191441536
18451,30,22000,MORTGAGE,1.0,EDUCATION,B,5375,12.21,0.24,N,9,0,0.18557295015596817
4830,26,42000,MORTGAGE,0.0,VENTURE,B,4500,11.48,0.11,N,3,0,0.0335904516745437
29879,43,40000,MORTGAGE,3.0,MEDICAL,B,18000,11.83,0.45,N,15,0,0.6416889325170549
18131,30,102000,RENT,2.0,VENTURE,B,25000,9.62,0.25,N,8,0,0.05020359534782094
29331,40,73100,RENT,0.0,MEDICAL,D,20000,14.54,0.23,Y,11,1,0.6998294043359043
21565,27,33600,RENT,2.0,PERSONAL,D,6000,14.91,0.18,Y,5,1,0.7688581205540937
970,25,42000,RENT,3.0,VENTURE,A,18000,6.17,0.43,N,2,1,0.41079676403338095
5530,21,59000,RENT,4.0,MEDICAL,C,5000,14.22,0.08,N,3,1,0.16597497405584904
27162,31,125000,MORTGAGE,2.0,PERSONAL,B,25000,10.75,0.2,N,7,0,0.021684522535341418
28480,29,60000,MORTGAGE,7.0,MEDICAL,A,8500,6.92,0.14,N,7,0,0.04653633622937786
20420,28,48000,RENT,2.0,VENTURE,B,4600,11.86,0.1,N,8,0,0.06535253165130762
24589,28,75000,MORTGAGE,5.0,MEDICAL,A,16800,6.03,0.22,N,8,0,0.05443245550317659
15642,24,150000,MORTGAGE,2.0,PERSONAL,B,24250,10.38,0.16,N,3,0,0.014300630127947954
27588,28,150000,MORTGAGE,12.0,EDUCATION,C,10000,,0.07,Y,6,0,0.016580261677839127
15024,24,120000,MORTGAGE,2.0,PERSONAL,A,12000,7.51,0.1,N,3,0,0.01539733375025544
27920,31,50000,MORTGAGE,5.0,VENTURE,A,2000,6.39,0.04,N,5,0,0.00958814070042705
7193,26,52000,MORTGAGE,2.0,EDUCATION,A,6000,8.9,0.12,N,4,0,0.028955192023907932
9922,25,50000,RENT,5.0,DEBTCONSOLIDATION,B,9000,12.69,0.18,N,3,0,0.28609358580717403
2535,24,23000,RENT,0.0,EDUCATION,A,3000,8.0,0.13,N,3,0,0.09014605559243156
30875,36,68000,OTHER,2.0,PERSONAL,A,7200,9.63,0.11,N,15,0,0.049770353161128475
23989,34,68340,MORTGAGE,9.0,HOMEIMPROVEMENT,B,25000,10.99,0.37,N,10,0,0.25872195860970515
24223,28,10800,RENT,0.0,DEBTCONSOLIDATION,B,4200,11.83,0.39,N,5,1,0.9084927751368953
11619,23,64000,RENT,7.0,EDUCATION,A,10000,,0.16,N,4,1,0.07798634964982472
28044,33,66500,MORTGAGE,1.0,EDUCATION,A,9200,,0.14,N,6,0,0.03159421045969218
26020,32,95000,MORTGAGE,9.0,PERSONAL,A,8500,5.79,0.09,N,6,0,0.014784517823078259
7887,24,45000,RENT,5.0,VENTURE,A,7000,5.42,0.16,N,4,0,0.05647581188217912
30840,37,60000,RENT,0.0,VENTURE,C,9700,13.61,0.16,Y,11,0,0.11114764414153185
1747,24,28900,MORTGAGE,2.0,DEBTCONSOLIDATION,C,5500,12.98,0.19,Y,2,0,0.26523836878860707
10318,23,66661,MORTGAGE,7.0,MEDICAL,B,1500,11.49,0.02,N,3,0,0.03473608161320678
15195,25,48000,RENT,9.0,PERSONAL,D,15000,17.49,0.31,Y,3,1,0.8885277860123363
3367,25,44975,RENT,2.0,MEDICAL,A,11000,6.99,0.24,N,4,0,0.25281760398766895
8005,21,32000,RENT,5.0,EDUCATION,A,7200,5.42,0.23,N,4,0,0.15811428601244928
13106,26,95000,RENT,0.0,DEBTCONSOLIDATION,B,12000,10.65,0.13,N,4,0,0.12904187346794277
10118,25,61000,RENT,4.0,VENTURE,A,9500,7.51,0.16,N,2,0,0.052131763175069186
4356,24,20000,RENT,5.0,MEDICAL,B,4800,11.14,0.24,N,4,0,0.49514784998586253
23054,27,40000,RENT,0.0,VENTURE,D,8000,15.65,0.2,Y,6,1,0.698573453114192
14272,24,103000,MORTGAGE,8.0,PERSONAL,B,8000,10.74,0.08,N,3,0,0.02436052911896921
6420,23,39996,RENT,0.0,EDUCATION,C,6000,11.66,0.15,N,3,0,0.15881076318396642
11679,26,75000,RENT,4.0,EDUCATION,A,10000,7.49,0.13,N,4,0,0.0440575786811456
20485,28,34300,MORTGAGE,1.0,MEDICAL,D,6125,16.89,0.18,N,10,1,0.7345509272023792
21171,29,45324,MORTGAGE,4.0,PERSONAL,D,15150,14.54,0.33,N,10,0,0.800510239995822
4155,22,40000,MORTGAGE,7.0,EDUCATION,A,14000,7.49,0.35,N,3,0,0.18089286591568887
2933,24,35000,MORTGAGE,3.0,VENTURE,A,3600,6.92,0.1,N,2,0,0.018838915829774754
4142,22,34000,MORTGAGE,6.0,VENTURE,D,15000,15.99,0.44,Y,2,1,0.9146516029843437
7816,24,40000,RENT,2.0,EDUCATION,C,7000,11.34,0.17,Y,2,0,0.16691984049078956
6688,25,56000,RENT,1.0,HOMEIMPROVEMENT,B,6000,10.74,0.11,N,2,0,0.1747892985563524
15882,22,75000,RENT,1.0,VENTURE,A,19200,,0.26,N,2,0,0.09263258128918134
17352,24,52000,MORTGAGE,3.0,VENTURE,A,3500,6.76,0.07,N,3,0,0.013094356099209429
31536,45,48000,RENT,5.0,PERSONAL,A,14400,8.49,0.3,N,15,0,0.2548543036435963
27391,30,137057,MORTGAGE,13.0,VENTURE,B,4750,12.18,0.03,N,7,0,0.0116537048588698
2307,22,24960,RENT,0.0,VENTURE,A,2500,7.51,0.1,N,2,0,0.05058419901904917
21007,35,27996,RENT,14.0,MEDICAL,B,8500,11.58,0.3,N,6,0,0.5647363183762939
29856,37,40000,OWN,16.0,HOMEIMPROVEMENT,B,5000,,0.13,N,12,0,0.021672787417740164
23551,27,65000,RENT,5.0,MEDICAL,B,8750,9.63,0.13,N,5,0,0.12567234560580698
28681,28,90080,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5500,7.49,0.06,N,6,0,0.030426041156471864
24718,35,75000,OWN,2.0,MEDICAL,B,25000,10.99,0.33,N,7,0,0.03571630990611648
10986,22,36000,RENT,4.0,MEDICAL,B,4200,9.91,0.12,N,2,1,0.1700920169504397
618,24,51000,RENT,8.0,VENTURE,B,20000,10.38,0.39,N,3,1,0.34070300046783564
29603,47,30000,RENT,2.0,HOMEIMPROVEMENT,C,3000,12.99,0.1,N,11,1,0.2523758592621899
19370,28,19992,RENT,12.0,EDUCATION,A,3000,7.14,0.15,N,9,1,0.0928595170063473
29301,45,37000,RENT,0.0,HOMEIMPROVEMENT,B,20000,11.71,0.54,N,15,1,0.9331980392862488
28276,28,108000,MORTGAGE,6.0,PERSONAL,B,27400,10.99,0.25,N,8,0,0.0307559446329817
30108,50,46000,MORTGAGE,8.0,EDUCATION,D,8600,14.09,0.19,N,12,0,0.4553198118204151
26976,30,108000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,4925,,0.05,N,9,1,0.047446269413625924
24817,29,76176,MORTGAGE,12.0,MEDICAL,A,4800,6.99,0.06,N,7,0,0.023607089512836455
15096,24,121000,MORTGAGE,0.0,EDUCATION,B,20400,10.75,0.17,N,2,0,0.019099093585247234
74,26,85000,RENT,2.0,VENTURE,A,28000,7.49,0.33,N,3,1,0.07174789140202223
21416,28,48000,MORTGAGE,4.0,PERSONAL,B,3000,11.99,0.06,N,10,0,0.033948696262284014
12145,25,80000,MORTGAGE,2.0,PERSONAL,C,4900,15.27,0.06,N,4,0,0.04665861246932145
407,25,52000,RENT,,PERSONAL,B,24000,10.74,0.46,N,2,1,0.6034129251223929
22661,27,36000,RENT,0.0,PERSONAL,D,7500,13.55,0.21,Y,7,1,0.7980708226177728
10053,22,65000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8100,13.11,0.12,N,4,0,0.1064202585173566
21798,33,61500,RENT,7.0,EDUCATION,A,6000,5.79,0.1,N,10,0,0.037537859124213466
25035,27,80000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,7400,12.69,0.09,N,7,0,0.06081688694719599
20493,28,42000,RENT,5.0,MEDICAL,B,4800,12.42,0.11,N,9,0,0.1673637603098531
10904,24,45000,RENT,0.0,VENTURE,C,10000,13.11,0.22,Y,4,0,0.20618266280871353
12960,25,86000,MORTGAGE,3.0,EDUCATION,A,8000,7.29,0.09,N,2,0,0.014691855120306239
20138,34,30000,RENT,0.0,MEDICAL,B,4000,9.63,0.13,N,6,0,0.1911427646500769
10739,23,70000,MORTGAGE,7.0,EDUCATION,A,13000,5.42,0.19,N,3,0,0.026037669871844454
5606,23,80000,RENT,5.0,VENTURE,B,5000,12.42,0.06,N,4,0,0.040050747297606965
12495,21,46800,RENT,3.0,PERSONAL,D,12000,15.21,0.26,Y,3,0,0.8408159993518406
2737,21,34000,MORTGAGE,5.0,EDUCATION,A,6000,6.76,0.18,N,2,0,0.050550721787076626
3473,24,24000,RENT,0.0,HOMEIMPROVEMENT,D,10750,15.2,0.45,Y,2,1,0.9930853628888066
15542,25,144996,MORTGAGE,2.0,EDUCATION,E,25000,16.35,0.17,Y,2,0,0.18216930685438537
28848,33,87000,MORTGAGE,1.0,PERSONAL,D,5000,14.96,0.06,N,6,0,0.2715725140604091
31933,44,36000,MORTGAGE,6.0,EDUCATION,A,1000,7.51,0.03,N,17,0,0.012372989252659368
23209,34,20000,RENT,5.0,MEDICAL,A,5000,8.9,0.25,N,5,0,0.4286463919137058
31795,37,145000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,21000,11.99,0.14,N,15,0,0.03233362979881817
14809,23,39000,RENT,1.0,EDUCATION,B,15000,12.21,0.38,N,4,1,0.5515951074695116
28614,28,29000,RENT,4.0,DEBTCONSOLIDATION,D,10000,16.77,0.34,N,10,1,0.9750968647163422
18306,28,71250,RENT,2.0,PERSONAL,F,21000,,0.29,Y,9,1,0.7704119293527687
26691,30,46080,RENT,0.0,PERSONAL,A,2000,6.99,0.04,N,8,0,0.039718157126500675
28943,28,108000,MORTGAGE,4.0,VENTURE,C,5000,12.87,0.05,N,8,0,0.021204747011604297
4646,24,238000,RENT,2.0,VENTURE,D,10000,13.67,0.04,N,2,1,0.20754766432481728
13675,26,95000,MORTGAGE,10.0,EDUCATION,A,7275,6.91,0.08,N,4,0,0.012486679277988405
16521,22,34000,RENT,1.0,VENTURE,C,6500,13.22,0.19,N,4,1,0.20658998354196773
32489,61,85000,MORTGAGE,11.0,PERSONAL,B,9000,9.99,0.11,N,22,0,0.026238759207984585
29762,45,37500,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,11.49,0.13,N,16,0,0.11231414290485772
25528,32,85000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,7500,10.78,0.09,N,10,0,0.07340409145540804
26644,32,29000,OWN,0.0,PERSONAL,A,2000,8.49,0.07,N,8,0,0.0059959243180216755
15545,24,145000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,7000,10.99,0.05,N,3,0,0.04255331475832816
14813,24,115000,MORTGAGE,8.0,EDUCATION,B,15000,11.48,0.13,N,3,0,0.01877556229994027
14042,26,75000,RENT,4.0,EDUCATION,B,14000,11.11,0.19,N,4,0,0.09379881525147805
31431,38,83000,MORTGAGE,1.0,DEBTCONSOLIDATION,D,24000,14.91,0.29,Y,12,1,0.6486291654943318
1021,26,60000,RENT,2.0,HOMEIMPROVEMENT,D,18000,16.29,0.3,Y,2,1,0.9110641437879452
539,22,53000,RENT,3.0,MEDICAL,B,21250,10.25,0.4,N,3,1,0.5889786756282916
28444,30,57000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,4000,8.0,0.07,N,8,0,0.041489324433612945
20150,33,32004,RENT,3.0,DEBTCONSOLIDATION,A,4000,8.32,0.12,N,7,0,0.15576070474418402
13356,23,60000,RENT,7.0,EDUCATION,C,2750,15.23,0.05,Y,4,0,0.0771358312346677
594,25,20000,OWN,0.0,PERSONAL,D,5650,15.99,0.28,Y,2,0,0.5599555319327965
18539,27,24000,OWN,1.0,EDUCATION,C,6000,,0.25,N,7,0,0.055136762081553735
8769,23,60000,MORTGAGE,,EDUCATION,A,16000,7.49,0.27,N,3,0,0.06252365866134407
17187,23,27252,RENT,3.0,PERSONAL,C,5800,13.06,0.21,N,3,0,0.3640504160603672
6548,23,41500,RENT,3.0,EDUCATION,E,6000,16.7,0.14,N,2,1,0.7013185912529765
13376,24,90000,MORTGAGE,8.0,PERSONAL,C,5000,11.34,0.06,Y,4,0,0.03164169202595228
511,26,82600,RENT,10.0,VENTURE,B,22000,12.69,0.27,N,2,0,0.09338894522076782
28323,28,50000,RENT,4.0,PERSONAL,A,15000,7.49,0.3,N,8,0,0.24126408851589742
16332,24,40000,RENT,6.0,EDUCATION,A,5000,6.17,0.13,N,2,0,0.061843534974105524
2377,22,45000,RENT,5.0,MEDICAL,C,2500,14.35,0.06,Y,2,0,0.1566467469733911
19260,32,24000,RENT,2.0,MEDICAL,A,2500,7.74,0.1,N,9,0,0.1178700844028994
16638,23,44400,RENT,0.0,VENTURE,B,1500,11.63,0.03,N,4,0,0.037726233324883736
8113,23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.54,0.32,Y,2,1,0.8489522488113072
139,26,216000,MORTGAGE,10.0,EDUCATION,C,20000,14.22,0.09,Y,2,0,0.01072178809247447
18411,29,77625,RENT,1.0,DEBTCONSOLIDATION,B,20000,11.11,0.26,N,9,0,0.26005745351539367
25448,28,85000,MORTGAGE,4.0,PERSONAL,B,35000,9.99,0.41,N,5,0,0.09660512640253974
17573,25,70000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,12000,10.37,0.17,N,4,0,0.09169169345322858
14929,23,120000,MORTGAGE,8.0,EDUCATION,B,4000,10.65,0.03,N,2,0,0.015309598157077716
29796,37,38400,MORTGAGE,1.0,DEBTCONSOLIDATION,A,2400,6.99,0.06,N,17,0,0.03977913604235979
13595,26,94500,OWN,10.0,VENTURE,A,2000,5.42,0.02,N,2,0,0.0014391350333933677
13883,24,50000,RENT,2.0,HOMEIMPROVEMENT,B,14000,9.88,0.28,N,2,0,0.43943632812649863
24197,28,70000,MORTGAGE,12.0,PERSONAL,A,3000,6.39,0.04,N,8,0,0.013586283360434256
3025,26,55000,RENT,1.0,EDUCATION,A,3200,8.49,0.06,N,3,0,0.0393511655861043
30515,36,54000,RENT,2.0,HOMEIMPROVEMENT,A,7500,,0.14,N,14,1,0.18244067056832458
29495,42,20400,RENT,4.0,PERSONAL,F,2000,20.99,0.1,Y,13,0,0.7879049048024996
27846,27,290000,MORTGAGE,0.0,MEDICAL,B,7875,9.99,0.03,N,6,0,0.02688200432934648
29322,41,75000,RENT,1.0,PERSONAL,B,20000,11.14,0.27,N,11,0,0.16935304816334976
1438,21,26784,MORTGAGE,,EDUCATION,A,2000,6.99,0.07,N,3,1,0.019227421258542658
29037,27,63844,MORTGAGE,11.0,DEBTCONSOLIDATION,A,20000,6.54,0.31,N,5,0,0.13168106618804015
21792,29,60000,RENT,1.0,HOMEIMPROVEMENT,B,6000,10.01,0.1,N,10,0,0.15131059334239436
3223,26,51000,RENT,3.0,DEBTCONSOLIDATION,D,3500,13.24,0.07,Y,4,1,0.6321320104500038
28214,32,56000,MORTGAGE,5.0,VENTURE,A,10000,7.14,0.18,N,6,0,0.02711846366674368
2444,22,27000,RENT,3.0,MEDICAL,A,2800,7.51,0.1,N,3,1,0.11420238948836149
30326,36,52000,RENT,2.0,DEBTCONSOLIDATION,C,7000,13.85,0.13,N,11,1,0.263864899183907
16068,26,78000,RENT,6.0,DEBTCONSOLIDATION,C,18000,13.49,0.23,N,4,0,0.2893272817591109
23108,27,54000,RENT,4.0,MEDICAL,C,8000,13.8,0.15,Y,5,0,0.24844180500104585
10334,22,20000,RENT,2.0,EDUCATION,A,10000,7.49,0.5,N,4,1,0.8520723719364764
21825,32,50000,MORTGAGE,0.0,MEDICAL,A,5000,8.59,0.1,N,9,0,0.04845703617030802
26782,27,112921,MORTGAGE,11.0,HOMEIMPROVEMENT,E,19000,16.35,0.17,N,10,0,0.48916633694843753
12112,23,80000,MORTGAGE,7.0,EDUCATION,B,15000,12.42,0.19,N,2,0,0.041836848899039075
5869,25,48000,RENT,3.0,MEDICAL,A,5500,7.49,0.11,N,4,0,0.1011814880465225
27210,29,126000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,11000,6.91,0.09,N,7,0,0.028759095862808483
9206,22,60000,MORTGAGE,4.0,EDUCATION,C,16750,12.53,0.28,N,2,0,0.13222931926358855
13443,26,67983,MORTGAGE,7.0,MEDICAL,D,15000,16.49,0.19,Y,3,1,0.5238093758492984
8267,23,56900,MORTGAGE,7.0,MEDICAL,B,11200,,0.2,N,3,0,0.11581869893283335
16854,24,75000,MORTGAGE,,PERSONAL,A,7000,7.66,0.09,N,3,0,0.02106256398502642
6068,22,45000,RENT,3.0,MEDICAL,A,5800,7.88,0.13,N,3,0,0.12792077509729563
16408,22,22800,MORTGAGE,0.0,EDUCATION,A,3000,8.94,0.13,N,4,0,0.04487503325602548
5439,23,56016,RENT,4.0,EDUCATION,E,5000,15.13,0.09,N,3,0,0.5487585548977971
10552,26,68500,MORTGAGE,0.0,EDUCATION,B,6500,11.14,0.09,N,2,0,0.02726834537630321
20605,32,140900,RENT,1.0,PERSONAL,C,10000,14.79,0.07,Y,9,0,0.06971120037473458
8860,24,60000,MORTGAGE,2.0,MEDICAL,B,12000,9.99,0.2,N,2,0,0.1067238887550445
